Topic,DataValue,Stratification1,Location
Cardiovascular Disease,285.8,"White, non-Hispanic",Kentucky
Chronic Obstructive Pulmonary Disease,285.9,"White, non-Hispanic",Delaware
Cancer,285.9,"Asian or Pacific Islander, non-Hispanic",Louisiana
Chronic Obstructive Pulmonary Disease,286.2,"White, non-Hispanic",Minnesota
Chronic Obstructive Pulmonary Disease,286.3,"White, non-Hispanic",Vermont
Chronic Obstructive Pulmonary Disease,286.4,Overall,Missouri
Chronic Obstructive Pulmonary Disease,286.5,Male,New Mexico
Cardiovascular Disease,286.5,Male,Ohio
Chronic Obstructive Pulmonary Disease,287.0,"White, non-Hispanic",Idaho
Cancer,287.0,"Asian or Pacific Islander, non-Hispanic",Louisiana
Cardiovascular Disease,287.0,Overall,West Virginia
Chronic Obstructive Pulmonary Disease,287.2,"Black, non-Hispanic",New Mexico
Cardiovascular Disease,287.3,Overall,Arkansas
Chronic Obstructive Pulmonary Disease,287.3,Female,Mississippi
Chronic Obstructive Pulmonary Disease,287.3,Male,Oregon
Chronic Obstructive Pulmonary Disease,287.5,Overall,South Carolina
Chronic Obstructive Pulmonary Disease,287.6,"American Indian or Alaska Native, non-Hispanic",Colorado
Chronic Obstructive Pulmonary Disease,287.7,Female,Vermont
Cardiovascular Disease,287.8,"White, non-Hispanic",Delaware
Chronic Obstructive Pulmonary Disease,287.9,"White, non-Hispanic",Wisconsin
Chronic Obstructive Pulmonary Disease,287.9,Male,Minnesota
Chronic Obstructive Pulmonary Disease,288.0,Female,Montana
Diabetes,288.2,"American Indian or Alaska Native, non-Hispanic",Wyoming
Cancer,288.2,"Asian or Pacific Islander, non-Hispanic",Maryland
Chronic Obstructive Pulmonary Disease,288.3,"White, non-Hispanic",Maryland
Chronic Obstructive Pulmonary Disease,288.3,Overall,South Carolina
Cardiovascular Disease,288.4,"White, non-Hispanic",Ohio
Chronic Obstructive Pulmonary Disease,288.4,Male,North Dakota
Diabetes,288.6,Male,Oklahoma
Chronic Obstructive Pulmonary Disease,288.6,"White, non-Hispanic",Idaho
Chronic Obstructive Pulmonary Disease,288.9,"White, non-Hispanic",North Carolina
Chronic Obstructive Pulmonary Disease,288.9,Age >=65,Missouri
Cancer,289.2,"Asian or Pacific Islander, non-Hispanic",Washington
Chronic Obstructive Pulmonary Disease,289.3,Male,Idaho
Chronic Obstructive Pulmonary Disease,289.3,Overall,Oregon
Cardiovascular Disease,289.3,Male,Kentucky
Chronic Obstructive Pulmonary Disease,289.6,"White, non-Hispanic",Rhode Island
Cardiovascular Disease,289.6,"White, non-Hispanic",Ohio
Cardiovascular Disease,289.7,Male,Missouri
Chronic Obstructive Pulmonary Disease,289.8,"White, non-Hispanic",Montana
Cancer,289.9,"Asian or Pacific Islander, non-Hispanic",New Jersey
Cancer,289.9,"Asian or Pacific Islander, non-Hispanic",New Jersey
Cardiovascular Disease,290.0,"White, non-Hispanic",Michigan
Chronic Obstructive Pulmonary Disease,290.0,"Black, non-Hispanic",Kentucky
Cardiovascular Disease,290.1,Age 45-64,Mississippi
Cardiovascular Disease,290.1,"White, non-Hispanic",Pennsylvania
Chronic Obstructive Pulmonary Disease,290.3,"Black, non-Hispanic",Kentucky
Chronic Obstructive Pulmonary Disease,290.4,Female,Wyoming
Chronic Obstructive Pulmonary Disease,290.6,Male,Louisiana
Cancer,290.6,"Asian or Pacific Islander, non-Hispanic",Maryland
Cancer,290.7,"American Indian or Alaska Native, non-Hispanic",Maryland
Cancer,290.8,"Black, non-Hispanic",Arizona
Chronic Obstructive Pulmonary Disease,290.9,Age >=65,Nebraska
Cancer,290.9,"White, non-Hispanic",Florida
Cardiovascular Disease,291.4,"White, non-Hispanic",Pennsylvania
Cardiovascular Disease,291.4,Male,Kentucky
Chronic Obstructive Pulmonary Disease,291.6,Male,Kansas
Cancer,291.6,Hispanic,Connecticut
Chronic Obstructive Pulmonary Disease,291.7,"White, non-Hispanic",Delaware
Chronic Obstructive Pulmonary Disease,291.9,Overall,Kansas
Cancer,291.9,"American Indian or Alaska Native, non-Hispanic",Massachusetts
Cancer,292.0,"White, non-Hispanic",Florida
Chronic Obstructive Pulmonary Disease,293.1,"American Indian or Alaska Native, non-Hispanic",South Carolina
Cancer,293.1,Hispanic,Hawaii
Cardiovascular Disease,293.2,Male,Michigan
Cardiovascular Disease,293.3,"White, non-Hispanic",Michigan
Diabetes,293.4,"White, non-Hispanic",Oklahoma
Chronic Obstructive Pulmonary Disease,293.4,Age >=65,Maine
Cancer,293.4,"American Indian or Alaska Native, non-Hispanic",Maryland
Cardiovascular Disease,293.4,"Black, non-Hispanic",Michigan
Chronic Obstructive Pulmonary Disease,293.5,"Black, non-Hispanic",Indiana
Chronic Obstructive Pulmonary Disease,293.7,"White, non-Hispanic",Arizona
Chronic Obstructive Pulmonary Disease,293.9,Age >=65,Missouri
Chronic Obstructive Pulmonary Disease,294.3,Female,Montana
Cardiovascular Disease,294.4,Age >=65,Ohio
Cardiovascular Disease,294.4,Age >=65,Hawaii
Chronic Obstructive Pulmonary Disease,294.5,Age >=65,Idaho
Chronic Obstructive Pulmonary Disease,294.5,Overall,North Dakota
Cardiovascular Disease,294.6,"White, non-Hispanic",Pennsylvania
Chronic Obstructive Pulmonary Disease,294.6,"American Indian or Alaska Native, non-Hispanic",Michigan
Chronic Obstructive Pulmonary Disease,295.0,Overall,Ohio
Chronic Obstructive Pulmonary Disease,295.1,Female,Nebraska
Chronic Obstructive Pulmonary Disease,295.2,Age >=65,Nevada
Chronic Obstructive Pulmonary Disease,295.2,Female,South Dakota
Chronic Obstructive Pulmonary Disease,295.24,"American Indian or Alaska Native, non-Hispanic",Kentucky
Cardiovascular Disease,295.3,"White, non-Hispanic",Rhode Island
Cancer,295.4,Hispanic,Connecticut
Chronic Obstructive Pulmonary Disease,295.4,Male,Louisiana
Cardiovascular Disease,295.4,Overall,Oklahoma
Cancer,295.5,"Asian or Pacific Islander, non-Hispanic",New Mexico
Cancer,295.7,"American Indian or Alaska Native, non-Hispanic",Pennsylvania
Cardiovascular Disease,296.1,Age >=65,Florida
Cardiovascular Disease,296.2,Male,Tennessee
Chronic Obstructive Pulmonary Disease,296.3,Male,Wisconsin
Chronic Obstructive Pulmonary Disease,296.5,"Black, non-Hispanic",Colorado
Cardiovascular Disease,296.5,Age >=65,Louisiana
Chronic Obstructive Pulmonary Disease,296.5,Age >=65,Alabama
Chronic Obstructive Pulmonary Disease,296.6,Female,Tennessee
Chronic Obstructive Pulmonary Disease,296.7,Male,Florida
Cardiovascular Disease,296.9,Overall,Mississippi
Cardiovascular Disease,296.9,"White, non-Hispanic",Tennessee
Cardiovascular Disease,297.2,"White, non-Hispanic",Arizona
Chronic Obstructive Pulmonary Disease,297.2,Male,Idaho
Chronic Obstructive Pulmonary Disease,297.4,"White, non-Hispanic",Oregon
Chronic Obstructive Pulmonary Disease,297.5,Male,Oregon
Chronic Obstructive Pulmonary Disease,297.5,"White, non-Hispanic",Kansas
Cardiovascular Disease,297.6,Age >=65,Maryland
Cancer,298.3,"Black, non-Hispanic",Iowa
Chronic Obstructive Pulmonary Disease,298.3,"White, non-Hispanic",Kansas
Chronic Obstructive Pulmonary Disease,298.5,Male,Maine
Cancer,298.8,"Black, non-Hispanic",Iowa
Diabetes,298.9,"American Indian or Alaska Native, non-Hispanic",South Dakota
Cardiovascular Disease,299.1,Male,Michigan
Chronic Obstructive Pulmonary Disease,299.5,"American Indian or Alaska Native, non-Hispanic",Wisconsin
Cardiovascular Disease,299.5,Overall,Alabama
Cardiovascular Disease,299.6,Age >=65,Ohio
Cardiovascular Disease,299.6,Overall,Mississippi
Cardiovascular Disease,299.6,Male,Tennessee
Chronic Obstructive Pulmonary Disease,300.1,Age >=65,Tennessee
Diabetes,300.1,Age >=65,Florida
Cardiovascular Disease,300.1,"White, non-Hispanic",West Virginia
Chronic Obstructive Pulmonary Disease,300.2,"White, non-Hispanic",Oregon
Cardiovascular Disease,300.2,Age >=65,Mississippi
Chronic Obstructive Pulmonary Disease,300.3,Male,Ohio
Cardiovascular Disease,300.4,"Black, non-Hispanic",New York
Cardiovascular Disease,300.6,Male,Louisiana
Chronic Obstructive Pulmonary Disease,300.7,Male,Michigan
Chronic Obstructive Pulmonary Disease,300.9,Overall,Iowa
Chronic Obstructive Pulmonary Disease,301.1,"White, non-Hispanic",Ohio
Cardiovascular Disease,301.1,Overall,Alabama
Chronic Obstructive Pulmonary Disease,301.3,Male,Rhode Island
Cardiovascular Disease,301.4,Age >=65,Mississippi
Chronic Obstructive Pulmonary Disease,301.4,Female,Arkansas
Chronic Obstructive Pulmonary Disease,301.8,Overall,Vermont
Chronic Obstructive Pulmonary Disease,302.2,"Black, non-Hispanic",Kentucky
Cardiovascular Disease,302.4,"White, non-Hispanic",West Virginia
Cardiovascular Disease,302.4,"White, non-Hispanic",New York
Chronic Obstructive Pulmonary Disease,302.7,"White, non-Hispanic",Idaho
Cardiovascular Disease,302.8,"White, non-Hispanic",Louisiana
Chronic Obstructive Pulmonary Disease,302.9,"White, non-Hispanic",Michigan
Chronic Obstructive Pulmonary Disease,303.0,Overall,Nebraska
Chronic Obstructive Pulmonary Disease,303.0,"White, non-Hispanic",South Carolina
Cardiovascular Disease,303.0,"White, non-Hispanic",New Jersey
Chronic Obstructive Pulmonary Disease,303.1,"White, non-Hispanic",Louisiana
Cardiovascular Disease,303.4,"White, non-Hispanic",Tennessee
Chronic Obstructive Pulmonary Disease,303.4,Age >=65,Tennessee
Chronic Obstructive Pulmonary Disease,303.4,Overall,South Dakota
Cardiovascular Disease,303.5,Age >=65,Florida
Chronic Obstructive Pulmonary Disease,303.6,Male,Idaho
Cardiovascular Disease,303.9,Male,Oklahoma
Chronic Obstructive Pulmonary Disease,303.9,Male,Vermont
Chronic Obstructive Pulmonary Disease,304.0,"White, non-Hispanic",North Dakota
Chronic Obstructive Pulmonary Disease,304.0,Male,Alabama
Chronic Obstructive Pulmonary Disease,304.1,Age >=65,New Jersey
Chronic Obstructive Pulmonary Disease,304.2,Male,Colorado
Cardiovascular Disease,304.3,Male,Mississippi
Cardiovascular Disease,304.4,Age >=65,Alabama
Chronic Obstructive Pulmonary Disease,304.7,"White, non-Hispanic",Michigan
Chronic Obstructive Pulmonary Disease,304.9,Age >=65,South Dakota
Cardiovascular Disease,305.0,Overall,Oklahoma
Cardiovascular Disease,305.1,Age >=65,Mississippi
Cardiovascular Disease,305.5,Male,Alabama
Cardiovascular Disease,306.0,"White, non-Hispanic",Florida
Cardiovascular Disease,306.3,Male,West Virginia
Cancer,306.4,"American Indian or Alaska Native, non-Hispanic",Vermont
Chronic Obstructive Pulmonary Disease,306.5,Male,Missouri
Chronic Obstructive Pulmonary Disease,306.7,"White, non-Hispanic",Colorado
Chronic Obstructive Pulmonary Disease,306.9,"American Indian or Alaska Native, non-Hispanic",Wisconsin
Cardiovascular Disease,307.0,Age >=65,Alabama
Chronic Obstructive Pulmonary Disease,307.2,"White, non-Hispanic",Alabama
Chronic Obstructive Pulmonary Disease,307.6,Male,Maine
Chronic Obstructive Pulmonary Disease,307.7,Overall,Ohio
Chronic Obstructive Pulmonary Disease,307.9,"Black, non-Hispanic",West Virginia
Cardiovascular Disease,307.9,Age >=65,Alaska
Chronic Obstructive Pulmonary Disease,308.2,Age >=65,Indiana
Cardiovascular Disease,308.3,"White, non-Hispanic",New Jersey
Chronic Obstructive Pulmonary Disease,308.5,Age >=65,Kansas
Chronic Obstructive Pulmonary Disease,308.66,"American Indian or Alaska Native, non-Hispanic",Missouri
Diabetes,308.8,Age >=65,New Jersey
Cardiovascular Disease,308.8,"White, non-Hispanic",Florida
Cancer,309.0,"American Indian or Alaska Native, non-Hispanic",Pennsylvania
Chronic Obstructive Pulmonary Disease,309.5,Male,Montana
Chronic Obstructive Pulmonary Disease,309.6,Overall,Montana
Chronic Obstructive Pulmonary Disease,309.6,Overall,Vermont
Diabetes,309.6,Age >=65,Hawaii
Cancer,309.7,"American Indian or Alaska Native, non-Hispanic",Mississippi
Cancer,310.1,Hispanic,New Jersey
Chronic Obstructive Pulmonary Disease,310.1,Male,Michigan
Chronic Obstructive Pulmonary Disease,310.1,"White, non-Hispanic",Missouri
Chronic Obstructive Pulmonary Disease,310.4,"White, non-Hispanic",Rhode Island
Chronic Obstructive Pulmonary Disease,310.7,Male,Missouri
Chronic Obstructive Pulmonary Disease,310.7,"Black, non-Hispanic",Wisconsin
Chronic Obstructive Pulmonary Disease,310.9,"White, non-Hispanic",Missouri
Chronic Obstructive Pulmonary Disease,310.9,Male,Colorado
Chronic Obstructive Pulmonary Disease,310.9,"White, non-Hispanic",Vermont
Chronic Obstructive Pulmonary Disease,311.0,"White, non-Hispanic",Florida
Chronic Obstructive Pulmonary Disease,311.1,"Multiracial, non-Hispanic",Oklahoma
Cardiovascular Disease,311.2,Overall,West Virginia
Diabetes,311.3,"American Indian or Alaska Native, non-Hispanic",Oklahoma
Chronic Obstructive Pulmonary Disease,311.8,Age >=65,Alabama
Chronic Obstructive Pulmonary Disease,311.9,"White, non-Hispanic",Colorado
Chronic Obstructive Pulmonary Disease,311.9,Overall,Iowa
Chronic Obstructive Pulmonary Disease,311.9,Female,Tennessee
Cardiovascular Disease,313.0,Male,Louisiana
Cancer,313.0,"American Indian or Alaska Native, non-Hispanic",Virginia
Cancer,313.1,Hispanic,New Jersey
Chronic Obstructive Pulmonary Disease,313.1,Age >=65,Tennessee
Chronic Obstructive Pulmonary Disease,313.1,"White, non-Hispanic",Kansas
Chronic Obstructive Pulmonary Disease,313.3,"White, non-Hispanic",Montana
Chronic Obstructive Pulmonary Disease,313.4,"Black, non-Hispanic",Nebraska
Diabetes,314.0,"American Indian or Alaska Native, non-Hispanic",Minnesota
Cardiovascular Disease,314.2,"White, non-Hispanic",Louisiana
Chronic Obstructive Pulmonary Disease,314.4,"Multiracial, non-Hispanic",Kansas
Cancer,314.5,"Black, non-Hispanic",Colorado
Cancer,314.9,"Black, non-Hispanic",Washington
Chronic Obstructive Pulmonary Disease,314.9,Age >=65,Montana
Chronic Obstructive Pulmonary Disease,315.0,"White, non-Hispanic",Texas
Chronic Obstructive Pulmonary Disease,315.1,Male,New Mexico
Chronic Obstructive Pulmonary Disease,315.4,"White, non-Hispanic",South Dakota
Diabetes,315.8,Age >=65,Illinois
Chronic Obstructive Pulmonary Disease,316.1,Overall,Montana
Diabetes,316.4,Age >=65,Arizona
Chronic Obstructive Pulmonary Disease,316.5,"White, non-Hispanic",Ohio
Cardiovascular Disease,316.9,Male,Arkansas
Chronic Obstructive Pulmonary Disease,317.5,"White, non-Hispanic",Iowa
Cancer,317.7,"Black, non-Hispanic",Colorado
Chronic Obstructive Pulmonary Disease,317.9,"American Indian or Alaska Native, non-Hispanic",Alaska
Cancer,318.3,"Asian or Pacific Islander, non-Hispanic",New Mexico
Cardiovascular Disease,318.3,"White, non-Hispanic",Florida
Chronic Obstructive Pulmonary Disease,318.3,Overall,South Dakota
Cardiovascular Disease,318.5,"White, non-Hispanic",Alabama
Chronic Obstructive Pulmonary Disease,318.5,"Black, non-Hispanic",Iowa
Cardiovascular Disease,318.7,Age >=65,Alabama
Chronic Obstructive Pulmonary Disease,318.7,"White, non-Hispanic",Louisiana
Chronic Obstructive Pulmonary Disease,318.7,"Black, non-Hispanic",West Virginia
Chronic Obstructive Pulmonary Disease,318.8,Male,Alabama
Chronic Obstructive Pulmonary Disease,319.0,"White, non-Hispanic",Montana
Chronic Obstructive Pulmonary Disease,319.4,Overall,Nebraska
Cancer,319.5,"Black, non-Hispanic",Oregon
Chronic Obstructive Pulmonary Disease,319.7,Male,South Carolina
Cardiovascular Disease,319.8,Male,Arkansas
Chronic Obstructive Pulmonary Disease,320.4,"Multiracial, non-Hispanic",Montana
Chronic Obstructive Pulmonary Disease,320.5,"White, non-Hispanic",Vermont
Chronic Obstructive Pulmonary Disease,320.9,Age >=65,Wyoming
Cardiovascular Disease,320.9,"Black, non-Hispanic",Michigan
Cancer,320.9,"Black, non-Hispanic",Washington
Cancer,321.1,"American Indian or Alaska Native, non-Hispanic",New Hampshire
Chronic Obstructive Pulmonary Disease,321.4,Male,Ohio
Chronic Obstructive Pulmonary Disease,321.7,Female,Indiana
Cardiovascular Disease,321.8,Male,Arkansas
Cancer,321.8,"American Indian or Alaska Native, non-Hispanic",Colorado
Diabetes,322.2,Age >=65,Virginia
Cardiovascular Disease,322.4,"White, non-Hispanic",New Mexico
Cancer,323.0,"American Indian or Alaska Native, non-Hispanic",New Hampshire
Chronic Obstructive Pulmonary Disease,323.1,Overall,Tennessee
Cancer,323.5,"Asian or Pacific Islander, non-Hispanic",Nevada
Chronic Obstructive Pulmonary Disease,323.8,Overall,Wyoming
Chronic Obstructive Pulmonary Disease,323.9,"White, non-Hispanic",Nevada
Chronic Obstructive Pulmonary Disease,323.9,Age >=65,Kentucky
Chronic Obstructive Pulmonary Disease,324.0,Female,Mississippi
Cardiovascular Disease,324.0,"White, non-Hispanic",Mississippi
Chronic Obstructive Pulmonary Disease,324.7,Age >=65,Kentucky
Cardiovascular Disease,324.9,Male,West Virginia
Chronic Obstructive Pulmonary Disease,325.1,Female,Tennessee
Chronic Obstructive Pulmonary Disease,325.2,"White, non-Hispanic",Oregon
Chronic Obstructive Pulmonary Disease,325.8,Overall,Mississippi
Chronic Obstructive Pulmonary Disease,325.8,"White, non-Hispanic",South Dakota
Chronic Obstructive Pulmonary Disease,325.9,Male,Kansas
Chronic Obstructive Pulmonary Disease,326.2,Male,Oregon
Chronic Obstructive Pulmonary Disease,326.4,"Black, non-Hispanic",Nebraska
Chronic Obstructive Pulmonary Disease,326.5,Overall,Iowa
Chronic Obstructive Pulmonary Disease,326.7,"Black, non-Hispanic",Colorado
Chronic Obstructive Pulmonary Disease,326.8,"Black, non-Hispanic",Wisconsin
Diabetes,326.8,Age >=65,Massachusetts
Cancer,327.1,Hispanic,New Mexico
Cardiovascular Disease,327.3,"White, non-Hispanic",West Virginia
Chronic Obstructive Pulmonary Disease,327.4,Age >=65,Indiana
Diabetes,327.4,"American Indian or Alaska Native, non-Hispanic",South Dakota
Chronic Obstructive Pulmonary Disease,327.4,Male,South Carolina
Diabetes,327.5,Age >=65,Alaska
Chronic Obstructive Pulmonary Disease,328.0,"White, non-Hispanic",Iowa
Chronic Obstructive Pulmonary Disease,328.2,"White, non-Hispanic",Ohio
Chronic Obstructive Pulmonary Disease,328.4,"White, non-Hispanic",New Mexico
Cancer,328.6,"Black, non-Hispanic",Rhode Island
Cancer,328.7,"Black, non-Hispanic",Rhode Island
Chronic Obstructive Pulmonary Disease,329.1,Female,Arkansas
Cardiovascular Disease,329.3,"White, non-Hispanic",New Mexico
Chronic Obstructive Pulmonary Disease,329.3,"White, non-Hispanic",Nebraska
Chronic Obstructive Pulmonary Disease,329.6,Female,Indiana
Chronic Obstructive Pulmonary Disease,329.7,Age >=65,Wyoming
Cancer,330.0,"American Indian or Alaska Native, non-Hispanic",South Dakota
Cardiovascular Disease,330.0,"White, non-Hispanic",New Mexico
Cardiovascular Disease,330.5,Age >=65,Delaware
Chronic Obstructive Pulmonary Disease,331.4,"American Indian or Alaska Native, non-Hispanic",Kansas
Chronic Obstructive Pulmonary Disease,331.5,Male,Vermont
Chronic Obstructive Pulmonary Disease,331.6,Overall,Nebraska
Chronic Obstructive Pulmonary Disease,331.7,"White, non-Hispanic",Alabama
Chronic Obstructive Pulmonary Disease,331.8,Male,Montana
Cancer,331.9,Hispanic,New Mexico
Cardiovascular Disease,331.9,Male,Oklahoma
Cancer,332.3,"Black, non-Hispanic",Oregon
Cancer,332.5,"Black, non-Hispanic",Nevada
Chronic Obstructive Pulmonary Disease,333.0,Age >=65,West Virginia
Diabetes,333.2,Age >=65,Missouri
Cardiovascular Disease,333.3,Male,Mississippi
Cardiovascular Disease,333.3,Age >=65,Delaware
Chronic Obstructive Pulmonary Disease,333.7,Male,Vermont
Chronic Obstructive Pulmonary Disease,333.9,"White, non-Hispanic",South Carolina
Chronic Obstructive Pulmonary Disease,334.2,Age >=65,Connecticut
